Material: Kapton , density =  1.420000 g/cm^3
Absorber is made of 4 elements
H 2% z =   1, a = 1.000000
C 69% z =   6, a = 12.000000
N 7% z =   7, a = 14.000000
O 20% z =   8, a = 16.000000
Z =   1, num = 114
   0.54   2.7450e+000   2.4180e-003        1.3916     0.0471   4.9814e-002  
   0.58   2.6690e+000   2.2870e-003        1.4839     0.0491   5.0751e-002  
   0.65   2.5270e+000   2.0650e-003        1.6770     0.0565   5.2696e-002  
   0.72   2.3960e+000   1.8850e-003        1.8801     0.0638   5.4713e-002  
   0.79   2.2770e+000   1.7350e-003        2.0931     0.0710   5.6828e-002  
   0.86   2.1700e+000   1.6090e-003        2.3174     0.0782   5.9044e-002  
   0.94   2.0720e+000   1.5000e-003        2.5532     0.0854   6.1358e-002  
   1.01   1.9830e+000   1.4060e-003        2.8002     0.0926   6.3801e-002  
   1.15   1.8280e+000   1.2510e-003        3.3256     0.1194   6.9040e-002  
   1.30   1.6980e+000   1.1290e-003        3.8922     0.1448   7.4763e-002  
   1.44   1.5870e+000   1.0290e-003        4.5014     0.1690   8.0968e-002  
   1.58   1.4920e+000   9.4610e-004        5.1503     0.1931   8.7671e-002  
   1.73   1.4100e+000   8.7630e-004        5.8390     0.2173   9.4828e-002  
   1.87   1.3370e+000   8.1650e-004        6.5675     0.2414   1.0244e-001  
   2.02   1.2730e+000   7.6480e-004        7.3329     0.2655   1.1049e-001  
   2.16   1.2170e+000   7.1950e-004        8.1366     0.2897   1.1897e-001  
   2.31   1.1620e+000   6.7950e-004        8.9772     0.3138   1.2786e-001  
   2.45   1.1080e+000   6.4400e-004        9.8576     0.3380   1.3720e-001  
   2.59   1.0610e+000   6.1220e-004       10.7792     0.3635   1.4768e-001  
   2.88   9.7910e-001   5.5750e-004       12.7417     0.4587   1.6756e-001  
   3.24   8.9470e-001   5.0200e-004       15.4113     0.5964   1.9596e-001  
   3.60   8.2510e-001   4.5710e-004       18.3208     0.7270   2.2720e-001  
   3.96   7.6640e-001   4.1980e-004       21.4633     0.8548   2.6128e-001  
   4.32   7.1630e-001   3.8840e-004       24.8358     0.9812   2.9678e-001  
   4.68   6.7290e-001   3.6160e-004       28.4355     1.1090   3.3512e-001  
   5.04   6.3500e-001   3.3840e-004       32.2581     1.2354   3.7488e-001  
   5.40   6.0140e-001   3.1810e-004       36.3023     1.3646   4.1748e-001  
   5.76   5.7160e-001   3.0020e-004       40.5637     1.4953   4.6292e-001  
   6.48   5.2070e-001   2.7010e-004       49.7270     1.9852   5.5948e-001  
   7.20   4.7880e-001   2.4570e-004       59.7394     2.4452   6.6456e-001  
   7.92   4.4370e-001   2.2550e-004       70.5854     2.8940   7.7816e-001  
   8.64   4.1380e-001   2.0850e-004       82.2521     3.3384   8.9886e-001  
   9.36   3.8800e-001   1.9400e-004       94.7268     3.7843   1.0281e+000  
  10.09   3.6550e-001   1.8150e-004      108.0009     4.2330   1.1658e+000  
  11.53   3.2810e-001   1.6080e-004      136.8752     5.8973   1.4626e+000  
  12.97   2.9820e-001   1.4460e-004      168.9800     7.4479   1.7892e+000  
  14.41   2.7370e-001   1.3140e-004      204.4800     8.9616   2.1470e+000  
  15.85   2.5330e-001   1.2060e-004      241.4000    10.4668   2.5319e+000  
  17.29   2.3600e-001   1.1140e-004      282.5800    11.9791   2.9451e+000  
  18.73   2.2110e-001   1.0360e-004      326.6000    13.5085   3.3853e+000  
  20.17   2.0810e-001   9.6850e-005      373.4600    15.0548   3.8539e+000  
  21.61   1.9680e-001   9.0960e-005      423.1600    16.6254   4.3480e+000  
  23.05   1.8670e-001   8.5780e-005      474.2800    18.2172   4.8678e+000  
  24.49   1.7770e-001   8.1170e-005      529.6600    19.8331   5.4145e+000  
  25.93   1.6960e-001   7.7050e-005      586.4600    21.4747   5.9867e+000  
  28.81   1.5570e-001   7.0000e-005      710.0000    27.7056   7.2051e+000  
  32.42   1.4150e-001   6.2870e-005      878.9800    36.6175   8.8651e+000  
  36.02   1.3000e-001   5.7100e-005     1063.5800    45.0353   1.0674e+001  
  39.62   1.2030e-001   5.2340e-005     1262.3800    53.2628   1.2625e+001  
  43.22   1.1220e-001   4.8340e-005     1478.2200    61.4363   1.4717e+001  
  46.82   1.0530e-001   4.4920e-005     1708.2600    69.6198   1.6943e+001  
  50.43   9.9220e-002   4.1970e-005     1952.5000    77.8529   1.9303e+001  
  54.03   9.3940e-002   3.9400e-005     2210.9399    86.1542   2.1791e+001  
  57.63   8.9270e-002   3.7140e-005     2483.5801    94.5351   2.4406e+001  
  64.83   8.1390e-002   3.3340e-005     3071.4600   126.0236   3.0003e+001  
  72.04   7.4990e-002   3.0260e-005     3710.4600   154.7800   3.6071e+001  
  79.24   6.9680e-002   2.7730e-005     4402.0000   184.6000   4.2590e+001  
  86.44   6.5210e-002   2.5590e-005     5144.6602   211.5800   4.9541e+001  
  93.65   6.1380e-002   2.3780e-005     5934.1802   239.9800   5.6907e+001  
 100.85   5.8070e-002   2.2210e-005     6771.9800   268.3800   6.4670e+001  
 115.26   5.2640e-002   1.9640e-005     8579.6396   370.6200   8.1335e+001  
 129.66   4.8350e-002   1.7620e-005    10561.9600   465.7600   9.9421e+001  
 144.07   4.4880e-002   1.5990e-005    12709.0000   556.6400   1.1882e+002  
 158.48   4.2010e-002   1.4640e-005    15012.2402   646.1000   1.3945e+002  
 172.89   3.9610e-002   1.3510e-005    17463.1602   734.1400   1.6188e+002  
 187.29   3.7560e-002   1.2550e-005    20056.0801   820.7600   1.8460e+002  
 201.70   3.5790e-002   1.1720e-005    22782.4805   907.3800   2.0732e+002  
 216.11   3.4250e-002   1.0990e-005    25638.0996   994.0000   2.3288e+002  
 230.51   3.2900e-002   1.0350e-005    28617.2598  1080.6200   2.5844e+002  
 244.92   3.1710e-002   9.7890e-006    31712.8594  1167.2400   2.8400e+002  
 259.33   3.0640e-002   9.2840e-006    34920.6406  1253.8600   3.1240e+002  
 288.14   2.8820e-002   8.4210e-006    41650.0195  1576.2001   3.6778e+002  
 324.16   2.7000e-002   7.5500e-006    50610.2188  2024.9200   4.4162e+002  
 360.18   2.5550e-002   6.8470e-006    60128.4805  2433.8799   5.1972e+002  
 396.20   2.4360e-002   6.2670e-006    70148.0000  2818.7000   5.9924e+002  
 432.21   2.3370e-002   5.7810e-006    80624.7656  3186.4800   6.8160e+002  
 468.23   2.2540e-002   5.3660e-006    91514.7344  3541.4800   7.6538e+002  
 504.25   2.1840e-002   5.0090e-006   102781.0234  3886.5400   8.5058e+002  
 540.27   2.1230e-002   4.6980e-006   114389.5234  4221.6602   9.3720e+002  
 576.29   2.0700e-002   4.4240e-006   126313.2656  4548.2598   1.0252e+003  
 648.32   1.9840e-002   3.9650e-006   150519.9844  5738.2202   1.2042e+003  
 720.36   1.9160e-002   3.5940e-006   176080.0000  6791.8604   1.3845e+003  
 792.39   1.8630e-002   3.2890e-006   203060.0000  7758.8799   1.5648e+003  
 864.43   1.8190e-002   3.0330e-006   230040.0000  8662.0000   1.7466e+003  
