Material: Be9 , density =  1.850000 g/cm^3
Absorber is made of 1 elements
Be9 100% z =   4, a = 9.000000
Z =   1, num = 114
  42.47   4.6420e-002   1.7910e-005     2018.3500    75.8611   2.0855e+001  
  44.97   4.4330e-002   1.6990e-005     2238.5000    82.1271   2.3069e+001  
  49.97   4.0740e-002   1.5420e-005     2710.2500   105.9255   2.7787e+001  
  56.21   3.7100e-002   1.3840e-005     3352.2002   139.8859   3.4199e+001  
  62.46   3.4130e-002   1.2560e-005     4055.2000   171.8706   4.1163e+001  
  68.71   3.1670e-002   1.1510e-005     4815.5503   203.5000   4.8657e+001  
  74.95   2.9600e-002   1.0620e-005     5631.3999   233.1000   5.6658e+001  
  81.20   2.7830e-002   9.8630e-006     6502.7505   264.5500   6.5151e+001  
  87.44   2.6300e-002   9.2110e-006     7425.8999   296.0000   7.4120e+001  
  93.69   2.4960e-002   8.6430e-006     8402.6992   327.4500   8.3544e+001  
  99.93   2.3780e-002   8.1430e-006     9427.5996   357.0500   9.3410e+001  
 112.43   2.1790e-002   7.3030e-006    11625.4004   475.4500   1.1442e+002  
 124.92   2.0180e-002   6.6250e-006    14010.0508   582.7500   1.3703e+002  
 137.41   1.8840e-002   6.0660e-006    16574.1484   688.2000   1.6114e+002  
 149.90   1.7730e-002   5.5960e-006    19310.2988   789.9500   1.8685e+002  
 162.39   1.6770e-002   5.1970e-006    22209.2500   891.7000   2.1275e+002  
 174.89   1.5950e-002   4.8520e-006    25265.4512   991.6000   2.4235e+002  
 199.87   1.4600e-002   4.2870e-006    31818.1504  1359.7500   3.0155e+002  
 224.85   1.3550e-002   3.8430e-006    38927.6992  1692.7499   3.6445e+002  
 249.84   1.2700e-002   3.4850e-006    46553.3984  2009.1000   4.3290e+002  
 274.82   1.2000e-002   3.1890e-006    54652.7031  2314.3501   5.0320e+002  
 299.80   1.1420e-002   2.9420e-006    63196.0000  2614.0500   5.7720e+002  
 324.79   1.0920e-002   2.7310e-006    72151.8516  2906.3501   6.5305e+002  
 349.77   1.0500e-002   2.5490e-006    81488.8047  3194.9502   7.3075e+002  
 374.76   1.0130e-002   2.3900e-006    91182.8047  3479.8499   8.1215e+002  
 399.74   9.8120e-003   2.2510e-006   101209.8047  3759.2000   8.9540e+002  
 424.72   9.5310e-003   2.1270e-006   111549.4453  4036.7000   9.7865e+002  
 449.71   9.2810e-003   2.0170e-006   122179.5469  4310.5000   1.0638e+003  
 499.67   8.8590e-003   1.8280e-006   144237.0938  5326.1504   1.2395e+003  
 562.13   8.4420e-003   1.6380e-006   173147.0469  6721.0503   1.4615e+003  
 624.59   8.1140e-003   1.4850e-006   203500.0000  7969.8003   1.6891e+003  
 687.05   7.8500e-003   1.3590e-006   234950.0000  9124.2002   1.9203e+003  
 749.51   7.6350e-003   1.2530e-006   266400.0000  10208.2998   2.1516e+003  
 811.97   7.4570e-003   1.1620e-006   299700.0000  11238.7500   2.3847e+003  
 874.43   7.3080e-003   1.0850e-006   334850.0000  12221.0996   2.6178e+003  
 936.89   7.1830e-003   1.0170e-006   368150.0000  13166.4492   2.8508e+003  
 999.35   7.0760e-003   9.5730e-007   403300.0000  14074.8008   3.0821e+003  
 1124.27   6.9070e-003   8.5740e-007   475450.0000  17341.9004   3.5409e+003  
 1249.19   6.7800e-003   7.7690e-007   547600.0000  20196.4492   3.9923e+003  
 1374.11   6.6840e-003   7.1060e-007   621600.0000  22773.5000   4.4363e+003  
 1499.02   6.6110e-003   6.5500e-007   697450.0000  25143.3516   4.8710e+003  
 1623.94   6.5550e-003   6.0760e-007   773299.9375  27350.3984   5.2947e+003  
 1748.86   6.5110e-003   5.6690e-007   849150.0000  29420.5488   5.7110e+003  
 1998.70   6.4530e-003   5.0020e-007   1004549.9375  36641.0977   6.5157e+003  
 2001.20   6.4530e-003   4.9980e-007   1004549.9375  36641.0977   6.5194e+003  
Z =   3, num = 112
   0.10   2.9530e+000   8.3950e-003        0.4144     0.0227   3.0858e-002  
   0.12   3.1100e+000   7.5100e-003        0.4477     0.0234   3.1468e-002  
   0.13   3.2290e+000   6.8050e-003        0.4791     0.0239   3.2005e-002  
   0.14   3.3140e+000   6.2280e-003        0.5106     0.0244   3.2467e-002  
   0.16   3.3700e+000   5.7470e-003        0.5402     0.0249   3.2874e-002  
   0.17   3.4030e+000   5.3400e-003        0.5698     0.0253   3.3263e-002  
   0.19   3.4160e+000   4.9890e-003        0.5976     0.0258   3.3633e-002  
   0.20   3.4150e+000   4.6850e-003        0.6271     0.0262   3.3966e-002  
   0.22   3.4040e+000   4.4180e-003        0.6568     0.0266   3.4280e-002  
   0.23   3.3860e+000   4.1820e-003        0.6863     0.0270   3.4595e-002  
   0.24   3.3630e+000   3.9710e-003        0.7160     0.0274   3.4891e-002  
   0.26   3.3360e+000   3.7810e-003        0.7456     0.0278   3.5187e-002  
   0.29   3.2770e+000   3.4550e-003        0.8066     0.0292   3.5760e-002  
   0.32   3.2000e+000   3.1220e-003        0.8824     0.0313   3.6426e-002  
   0.36   3.1240e+000   2.8510e-003        0.9620     0.0334   3.7092e-002  
   0.40   3.0480e+000   2.6260e-003        1.0434     0.0354   3.7740e-002  
   0.43   2.9750e+000   2.4360e-003        1.1248     0.0375   3.8387e-002  
   0.47   2.9030e+000   2.2730e-003        1.2099     0.0395   3.9035e-002  
   0.50   2.8330e+000   2.1310e-003        1.2969     0.0415   3.9683e-002  
   0.54   2.7640e+000   2.0070e-003        1.3875     0.0435   4.0330e-002  
   0.58   2.6970e+000   1.8970e-003        1.4782     0.0455   4.0978e-002  
   0.65   2.5690e+000   1.7120e-003        1.6687     0.0531   4.2328e-002  
   0.72   2.4470e+000   1.5620e-003        1.8667     0.0603   4.3734e-002  
   0.79   2.3330e+000   1.4370e-003        2.0757     0.0674   4.5195e-002  
   0.86   2.2260e+000   1.3310e-003        2.2959     0.0744   4.6712e-002  
   0.94   2.1270e+000   1.2410e-003        2.5252     0.0814   4.8322e-002  
   1.01   2.0340e+000   1.1620e-003        2.7657     0.0884   5.0005e-002  
   1.15   1.8670e+000   1.0330e-003        3.2782     0.1148   5.3650e-002  
   1.30   1.7230e+000   9.3140e-004        3.8369     0.1396   5.7664e-002  
   1.44   1.5970e+000   8.4860e-004        4.4381     0.1640   6.2067e-002  
   1.58   1.4870e+000   7.7990e-004        5.0875     0.1887   6.6877e-002  
   1.73   1.3900e+000   7.2200e-004        5.7831     0.2128   7.2113e-002  
   1.87   1.3040e+000   6.7250e-004        6.5250     0.2386   7.7774e-002  
   2.02   1.2300e+000   6.2960e-004        7.3149     0.2627   8.3860e-002  
   2.16   1.1700e+000   5.9210e-004        8.1493     0.2886   9.0354e-002  
   2.31   1.1110e+000   5.5900e-004        9.0243     0.3145   9.7236e-002  
   2.45   1.0550e+000   5.2960e-004        9.9475     0.3423   1.0454e-001  
   2.59   1.0090e+000   5.0330e-004       10.9169     0.3681   1.1226e-001  
   2.88   9.2870e-001   4.5810e-004       12.9833     0.4717   1.2883e-001  
   3.24   8.4620e-001   4.1230e-004       15.8027     0.6197   1.5164e-001  
   3.60   7.7840e-001   3.7520e-004       18.8829     0.7585   1.7669e-001  
   3.96   7.2160e-001   3.4450e-004       22.2185     0.8954   2.0350e-001  
   4.32   6.7330e-001   3.1860e-004       25.8038     1.0305   2.3310e-001  
   4.68   6.3150e-001   2.9650e-004       29.6370     1.1655   2.6455e-001  
   5.04   5.9510e-001   2.7740e-004       33.7144     1.3024   2.9785e-001  
   5.40   5.6300e-001   2.6070e-004       38.0323     1.4412   3.3300e-001  
   5.76   5.3450e-001   2.4590e-004       42.5889     1.5799   3.7000e-001  
   6.48   4.8610e-001   2.2120e-004       52.3976     2.1072   4.4955e-001  
   7.20   4.4640e-001   2.0110e-004       63.1294     2.6011   5.3650e-001  
   7.92   4.1310e-001   1.8450e-004       74.7733     3.0821   6.3085e-001  
   8.64   3.8490e-001   1.7050e-004       87.3089     3.5612   7.3075e-001  
   9.36   3.6060e-001   1.5860e-004      100.7288     4.0404   8.3805e-001  
  10.09   3.3940e-001   1.4830e-004      115.0182     4.5233   9.5275e-001  
  11.53   3.0430e-001   1.3140e-004      146.1297     6.3214   1.2006e+000  
  12.97   2.7640e-001   1.1810e-004      180.6118     7.9957   1.4744e+000  
  14.41   2.5350e-001   1.0730e-004      218.3000     9.6292   1.7723e+000  
  15.85   2.3440e-001   9.8370e-005      259.0000    11.2554   2.0961e+000  
  17.29   2.1820e-001   9.0880e-005      303.4000    12.8908   2.4420e+000  
  18.73   2.0430e-001   8.4490e-005      351.5000    14.5410   2.8120e+000  
  20.17   1.9230e-001   7.8970e-005      401.4500    16.2153   3.2060e+000  
  21.61   1.8170e-001   7.4150e-005      455.1000    17.9117   3.6205e+000  
  23.05   1.7230e-001   6.9910e-005      510.6000    19.6322   4.0589e+000  
  24.49   1.6400e-001   6.6140e-005      571.6500    21.3805   4.5177e+000  
  25.93   1.5650e-001   6.2770e-005      632.7000    23.1528   4.9987e+000  
  28.81   1.4350e-001   5.7010e-005      765.9000    29.9164   6.0255e+000  
  32.42   1.3040e-001   5.1180e-005      949.0500    39.5919   7.4241e+000  
  36.02   1.1970e-001   4.6470e-005     1148.8500    48.7309   8.9485e+000  
  39.62   1.1080e-001   4.2590e-005     1367.1500    57.6627   1.0595e+001  
  43.22   1.0320e-001   3.9320e-005     1600.2499    66.5371   1.2362e+001  
  46.82   9.6800e-002   3.6530e-005     1850.0000    75.4245   1.4243e+001  
  50.43   9.1210e-002   3.4130e-005     2116.3999    84.3637   1.6237e+001  
  54.03   8.6330e-002   3.2030e-005     2397.6001    93.3806   1.8341e+001  
  57.63   8.2010e-002   3.0190e-005     2695.4500   102.4863   2.0552e+001  
  64.83   7.4730e-002   2.7090e-005     3333.7002   136.7908   2.5289e+001  
  72.04   6.8820e-002   2.4580e-005     4031.1501   168.8088   3.0427e+001  
  79.24   6.3920e-002   2.2520e-005     4785.9502   199.8000   3.5951e+001  
  86.44   5.9800e-002   2.0780e-005     5594.3999   231.2500   4.1845e+001  
  93.65   5.6270e-002   1.9300e-005     6456.5005   260.8500   4.8091e+001  
 100.85   5.3220e-002   1.8030e-005     7370.3999   292.3000   5.4679e+001  
 115.26   4.8210e-002   1.5930e-005     9344.3496   403.3000   6.8829e+001  
 129.66   4.4260e-002   1.4290e-005    11508.8496   506.9000   8.4195e+001  
 144.07   4.1060e-002   1.2960e-005    13854.6494   606.8000   1.0069e+002  
 158.48   3.8430e-002   1.1870e-005    16372.5000   704.8500   1.1824e+002  
 172.89   3.6210e-002   1.0950e-005    19053.1504   801.0500   1.3676e+002  
 187.29   3.4330e-002   1.0170e-005    21889.1992   895.4000   1.5620e+002  
 201.70   3.2700e-002   9.4930e-006    24873.2500   991.6000   1.7649e+002  
 216.11   3.1290e-002   8.9040e-006    27999.7520  1085.9500   1.9795e+002  
 230.51   3.0050e-002   8.3870e-006    31261.2988  1180.3000   2.2015e+002  
 244.92   2.8950e-002   7.9280e-006    34652.3477  1274.6500   2.4235e+002  
 259.33   2.7970e-002   7.5190e-006    38165.5000  1369.0000   2.6455e+002  
 288.14   2.6300e-002   6.8180e-006    45541.4492  1722.3501   3.1265e+002  
 324.16   2.4630e-002   6.1110e-006    55364.9492  2214.4500   3.7555e+002  
 360.18   2.3290e-002   5.5410e-006    65806.3516  2664.0000   4.4215e+002  
 396.20   2.2190e-002   5.0710e-006    76802.7500  3085.8000   5.1060e+002  
 432.21   2.1290e-002   4.6760e-006    88306.0469  3490.9502   5.8090e+002  
 468.23   2.0520e-002   4.3400e-006   100266.2969  3879.4500   6.5305e+002  
 504.25   1.9870e-002   4.0510e-006   112646.5078  4258.7002   7.2705e+002  
 540.27   1.9310e-002   3.7990e-006   125407.8047  4626.8501   8.0105e+002  
 576.29   1.8830e-002   3.5770e-006   138518.7500  4985.7500   8.7690e+002  
 648.32   1.8030e-002   3.2050e-006   165661.9375  6295.5498   1.0286e+003  
 720.36   1.7400e-002   2.9050e-006   194249.9844  7459.1997   1.1840e+003  
 792.39   1.6910e-002   2.6570e-006   223850.0000  8524.8008   1.3394e+003  
 864.43   1.6500e-002   2.4500e-006   253450.0000  9521.9502   1.4948e+003  
 936.46   1.6170e-002   2.2740e-006   283050.0000  10461.7500   1.6502e+003  
 1008.50   1.5900e-002   2.1210e-006   314500.0000  11357.1494   1.8056e+003  
 1152.57   1.5480e-002   1.8720e-006   379250.0000  14505.8506   2.1127e+003  
 1296.64   1.5170e-002   1.6770e-006   444000.0313  17197.5996   2.4143e+003  
 1440.71   1.4950e-002   1.5200e-006   510600.0000  19597.0508   2.7084e+003  
 1584.79   1.4790e-002   1.3900e-006   577200.0000  21787.4492   2.9952e+003  
 1728.86   1.4670e-002   1.2810e-006   645650.0000  23813.2012   3.2763e+003  
 1872.93   1.4580e-002   1.1880e-006   714100.0000  25703.9004   3.5483e+003  
 1999.71   1.4520e-002   1.1170e-006   775150.0000  27098.7988   3.7833e+003  
